Ticker,CompanyName,Sector,Industry,Price,PER,ForwardPE,PBR,ROE,MarketCap_B_USD,Sector_Avg_PER
4151,KYOWA KIRIN CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,2554.5,19.96015,18.412138,1.4979119,0.08457,1337.247137792,21.28
4502,TAKEDA PHARMACEUTICAL CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,5513.0,,39.26918,1.1527265,-0.02262,8802.890940416,21.28
4503,ASTELLAS PHARMA,Healthcare,Drug Manufacturers - General,2202.0,13.568304,29.061636,2.1567914,0.17438,3944.865857536,21.28
4506,SUMITOMO PHARMA CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,1248.0,4.64044,72.854645,1.6952906,0.38529,559.8445568,21.28
4507,SHIONOGI & CO,Healthcare,Drug Manufacturers - Specialty & Generic,2908.5,12.062959,15.211821,1.4686924,0.13508001,2475.061936128,21.28
4519,CHUGAI PHARMACEUTICAL CO,Healthcare,Drug Manufacturers - General,6932.0,24.21321,29.384087,5.6248198,0.23493,11408.429285376,21.28
4523,EISAI CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,4828.0,35.336308,23.833736,1.513882,0.045250002,1362.635390976,21.28
4568,DAIICHI SANKYO COMPANY LIMITED,Healthcare,Drug Manufacturers - General,2567.5,18.281828,17.884508,2.807367,0.14812,4671.959728128,21.28
4578,OTSUKA HLDGS CO LTD,Healthcare,Drug Manufacturers - General,11100.0,14.450867,21.37987,1.8831916,0.13420999,5831.866712064,21.28
285A,KIOXIA HOLDINGS CORPORATION,Technology,Semiconductors,46500.0,46.08295,,18.151747,0.87108004,25446.775259136,42.61
4062,IBIDEN CO LTD,Technology,Electronic Components,16650.0,77.51758,53.890472,8.452416,0.12167,4653.149847552,42.61
6479,MINEBEA MITSUMI INC,Technology,Electronic Components,3702.0,15.01521,17.23544,1.6537868,0.11915,1486.706573312,42.61
6501,HITACHI,Industrials,Conglomerates,5267.0,29.851507,29.568293,3.593522,,23619.40508672,27.5
6503,MITSUBISHI ELECTRIC CORP,Industrials,Electrical Equipment & Parts,5912.0,29.851048,35.799927,2.6979947,0.10283,12098.528608256,27.5
6504,FUJI ELECTRIC CO. LTD.,Industrials,Electrical Equipment & Parts,14285.0,21.459259,23.517502,2.6498358,0.14274,2085.487509504,27.5
6506,YASKAWA ELECTRIC CORP,Industrials,Electrical Equipment & Parts,4867.0,35.84211,23.75421,2.6024637,0.07511,1262.343815168,27.5
6526,SOCIONEXT INC,Industrials,Electrical Equipment & Parts,1912.5,38.612965,13.385358,2.5194108,0.059959996,335.240462336,27.5
6645,OMRON CORP,Technology,Electronic Components,5430.0,31.250002,20.031725,1.2773261,0.03822,1067.697569792,42.61
6701,NEC CORP,Technology,Information Technology Services,4740.0,23.364717,6.592856,2.814085,0.1416,6286.87110144,42.61
6702,FUJITSU,Technology,Information Technology Services,3659.0,20.964878,24.119974,3.1186874,0.16202,6350.749827072,42.61
6723,RENESAS ELECTRONICS CORP,Technology,Semiconductors,3442.0,,13.09661,2.4578412,0.13953,6244.802756608,42.61
6724,SEIKO EPSON CORP,Technology,Computer Hardware,2950.0,51.80892,14.606853,1.1075087,0.021949999,945.261838336,42.61
6752,PANASONIC HOLDINGS CORP,Technology,Consumer Electronics,4284.0,52.908485,25.371632,1.8502795,0.0525,10002.819448832,42.61
6753,SHARP CORP,Technology,Consumer Electronics,618.4,8.467753,11.365559,1.4246321,0.20856,401.531273216,42.61
6758,SONY GROUP CORPORATION,Technology,Consumer Electronics,3787.0,20.325247,20.671398,2.7555485,0.13159999,22239.013502976,42.61
6762,TDK CORP,Technology,Electronic Components,3008.0,29.24079,28.143713,2.6104426,0.1163,5709.647314944,42.61
6770,ALPS ALPINE CO LTD,Technology,Electronic Components,2214.0,16.420677,20.689655,0.97137517,0.06243,431.983755264,42.61
6841,YOKOGAWA ELECTRIC CORP,Industrials,Specialty Industrial Machinery,5782.0,25.3808,26.758608,2.8311841,0.12125,1448.780496896,27.5
6857,ADVANTEST CORP,Technology,Semiconductor Equipment & Materials,32500.0,62.89308,136.70972,29.632387,0.56895,23528.910880768,42.61
6861,KEYENCE CORP,Technology,Scientific & Technical Instruments,81150.0,44.247787,43.456375,5.545887,,19680.913784832,42.61
6902,DENSO CORP,Consumer Cyclical,Auto Parts,1967.5,7.627743,10.203816,0.96426225,0.09198,4932.8029696,24.09
6920,LASERTEC CORP,Technology,Semiconductor Equipment & Materials,37910.0,39.21589,34.710712,15.069088,0.4408,3397.89873152,42.61
6954,FANUC CORPORATION,Industrials,Specialty Industrial Machinery,7135.0,39.99888,41.216568,3.570267,0.10049,6658.082209792,27.5
6963,ROHM CO LTD,Technology,Semiconductors,4331.0,,49.84463,2.205801,-0.19219999,1671.917862912,42.61
6971,KYOCERA CORP,Industrials,Conglomerates,3691.0,35.971153,41.240223,1.4559582,0.05059,4792.140693504,27.5
6976,TAIYO YUDEN CO LTD,Technology,Electronic Components,10225.0,95.24031,54.594482,3.7125363,0.04462,1279.62710016,42.61
6981,MURATA MANUFACTURING CO,Technology,Electronic Components,7416.0,58.13735,31.255531,4.965268,0.10063,13499.265712128,42.61
