Ticker,CompanyName,Sector,Industry,Price,PER,ForwardPE,PBR,ROE,MarketCap_B_USD,Sector_Avg_PER
4151,KYOWA KIRIN CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,2579.5,16.610857,18.59233,1.4741769,0.092530005,1350.591315968,22.13
4502,TAKEDA PHARMACEUTICAL CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,5611.0,,39.967236,1.1732175,-0.02262,8959.373082624,22.13
4503,ASTELLAS PHARMA,Healthcare,Drug Manufacturers - General,2356.5,14.534633,31.1007,2.1749463,0.21301001,4225.236992,22.13
4506,SUMITOMO PHARMA CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,1372.0,5.0994244,80.09341,1.5064557,0.38529,615.470137344,22.13
4507,SHIONOGI & CO,Healthcare,Drug Manufacturers - Specialty & Generic,2831.5,11.750913,14.809101,1.3595979,0.16773,2410.107109376,22.13
4519,CHUGAI PHARMACEUTICAL CO,Healthcare,Drug Manufacturers - General,6933.0,24.213322,29.388325,5.6256313,0.23493,11408.786849792,22.13
4523,EISAI CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,4858.0,35.459854,23.981833,1.5105633,0.049629997,1371.102511104,22.13
4568,DAIICHI SANKYO COMPANY LIMITED,Healthcare,Drug Manufacturers - General,2729.0,19.455336,19.009474,2.9175932,0.14812,4965.833637888,22.13
4578,OTSUKA HLDGS CO LTD,Healthcare,Drug Manufacturers - General,12030.0,15.674063,23.171154,1.9509411,0.13420999,6320.482680832,22.13
285A,KIOXIA HOLDINGS CORPORATION,Technology,Semiconductors,53740.0,53.191593,,12.248913,0.87108004,29408.811286528,45.99
4062,IBIDEN CO LTD,Technology,Electronic Components,20785.0,97.08534,67.274086,10.192543,0.12655,5808.75190272,45.99
6479,MINEBEA MITSUMI INC,Technology,Electronic Components,3770.0,15.290396,17.552029,1.6337271,,1514.015162368,45.99
6501,HITACHI,Industrials,Conglomerates,5767.0,32.679775,32.37523,3.9346576,,25813.902688256,21.97
6503,MITSUBISHI ELECTRIC CORP,Industrials,Electrical Equipment & Parts,6153.0,31.055367,37.259296,2.7549639,0.10283,12591.7200384,21.97
6504,FUJI ELECTRIC CO. LTD.,Industrials,Electrical Equipment & Parts,14900.0,22.421526,24.52998,2.7506888,0.14274,2175.268159488,21.97
6506,YASKAWA ELECTRIC CORP,Industrials,Electrical Equipment & Parts,5431.0,39.998528,26.506907,2.9040437,0.07511,1408.627376128,21.97
