Ticker,CompanyName,Sector,Industry,Price,PER,ForwardPE,PBR,ROE,MarketCap_B_USD,Sector_Avg_PER
4151,KYOWA KIRIN CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,2449.0,15.764402,17.651722,1.3995965,0.092530005,1282.263351296,21.86
4502,TAKEDA PHARMACEUTICAL CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,5881.0,,41.89045,1.2296726,-0.02262,9390.495105024,21.86
4503,ASTELLAS PHARMA,Healthcare,Drug Manufacturers - General,2418.5,14.90601,31.918966,2.2321696,0.21301001,4336.403873792,21.86
4506,SUMITOMO PHARMA CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,1679.0,6.2407074,98.01518,1.8435416,0.38529,753.188339712,21.86
4507,SHIONOGI & CO,Healthcare,Drug Manufacturers - Specialty & Generic,3005.0,12.471467,15.716527,1.4429072,0.16773,2557.78619392,21.86
4519,CHUGAI PHARMACEUTICAL CO,Healthcare,Drug Manufacturers - General,6798.0,23.74764,28.816074,5.5160885,0.23493,11186.63344128,21.86
4523,EISAI CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,4793.0,35.04936,23.660955,1.4903519,0.049629997,1352.757149696,21.86
4568,DAIICHI SANKYO COMPANY LIMITED,Healthcare,Drug Manufacturers - General,2879.0,20.5057,20.054333,3.0779593,0.14812,5238.781640704,21.86
4578,OTSUKA HLDGS CO LTD,Healthcare,Drug Manufacturers - General,12310.0,16.029272,23.710466,1.9963496,0.13420999,6467.592650752,21.86
285A,KIOXIA HOLDINGS CORPORATION,Technology,Semiconductors,51240.0,50.74272,,11.67909,0.87108004,28040.7048192,42.14
4062,IBIDEN CO LTD,Technology,Electronic Components,19545.0,91.25928,63.260616,9.584472,0.12655,5494.014476288,42.14
6479,MINEBEA MITSUMI INC,Technology,Electronic Components,3246.0,13.168891,15.112436,1.4066521,,1303.579066368,42.14
6501,HITACHI,Industrials,Conglomerates,5370.0,30.409424,30.14652,3.663796,,24036.8746496,20.77
6503,MITSUBISHI ELECTRIC CORP,Industrials,Electrical Equipment & Parts,5252.0,26.474442,31.803318,2.3515472,0.10283,10747.880931328,20.77
6504,FUJI ELECTRIC CO. LTD.,Industrials,Electrical Equipment & Parts,12965.0,19.50915,21.344376,2.3934684,0.14274,1892.775231488,20.77
6506,YASKAWA ELECTRIC CORP,Industrials,Electrical Equipment & Parts,4519.0,33.32842,22.055737,2.4163823,0.07511,1172.08383488,20.77
6526,SOCIONEXT INC,Industrials,Electrical Equipment & Parts,1966.5,39.799637,13.763297,2.683865,0.059959996,344.70608896,20.77
6645,OMRON CORP,Technology,Electronic Components,6253.0,35.94504,23.067842,1.4776843,0.05131,1229.523648512,42.14
6701,NEC CORP,Technology,Information Technology Services,4781.0,23.558687,6.649883,2.8384264,0.1416,6341.250777088,42.14
6702,FUJITSU,Technology,Information Technology Services,3789.0,21.664284,24.970337,3.2286384,0.16202,6557.129506816,42.14
6723,RENESAS ELECTRONICS CORP,Technology,Semiconductors,3301.0,17.72349,11.749545,2.1169443,0.13953,6032.542138368,42.14
6724,SEIKO EPSON CORP,Technology,Computer Hardware,3218.0,56.535492,15.933847,1.1916735,0.0297,1031.136477184,42.14
6752,PANASONIC HOLDINGS CORP,Technology,Consumer Electronics,4198.0,51.705875,24.862303,1.8131356,0.0525,9802.01504768,42.14
6753,SHARP CORP,Technology,Consumer Electronics,648.6,8.880065,11.920603,1.4287508,0.09599,421.140168704,42.14
6758,SONY GROUP CORPORATION,Technology,Consumer Electronics,3945.0,21.142612,21.533844,2.7680907,0.13159999,23093.265301504,42.14
6762,TDK CORP,Technology,Electronic Components,2858.0,27.758352,26.74027,2.3597467,0.1163,5424.924327936,42.14
6770,ALPS ALPINE CO LTD,Technology,Electronic Components,2234.0,16.587467,20.876553,0.98015004,0.06243,435.953664,42.14
6841,YOKOGAWA ELECTRIC CORP,Industrials,Specialty Industrial Machinery,4782.0,21.00593,22.130692,2.3682258,,1196.658786304,20.77
