Ticker,CompanyName,Sector,Industry,Price,PER,ForwardPE,PBR,ROE,MarketCap_B_USD,Sector_Avg_PER
4151,KYOWA KIRIN CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,2630.0,20.617748,18.95632,1.5421836,0.08457,1376.7704576,21.52
4502,TAKEDA PHARMACEUTICAL CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,5318.0,,37.88019,1.1308484,-0.02118,8491.524161536,21.52
4503,ASTELLAS PHARMA,Healthcare,Drug Manufacturers - General,2121.0,13.080482,27.99261,2.0774546,0.17438,3799.75499776,21.52
4506,SUMITOMO PHARMA CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,1342.0,5.205586,78.342094,1.8229808,0.46266997,602.01238528,21.52
4507,SHIONOGI & CO,Healthcare,Drug Manufacturers - Specialty & Generic,2818.0,11.69052,14.738494,1.422993,0.13508001,2398.04874752,21.52
4519,CHUGAI PHARMACEUTICAL CO,Healthcare,Drug Manufacturers - General,7230.0,28.011314,30.64728,6.2372375,0.23707001,11898.867154944,21.52
4523,EISAI CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,4243.0,31.05922,20.945845,1.3304477,0.045250002,1197.527400448,21.52
4568,DAIICHI SANKYO COMPANY LIMITED,Healthcare,Drug Manufacturers - General,2691.5,19.455688,18.748259,2.9429517,0.15809,4897.596506112,21.52
4578,OTSUKA HLDGS CO LTD,Healthcare,Drug Manufacturers - General,10960.0,16.339918,21.110212,1.8594396,0.12943,5758.311727104,21.52
285A,KIOXIA HOLDINGS CORPORATION,Technology,Semiconductors,67100.0,76.33588,,26.193165,0.519,36719.969697792,46.76
4062,IBIDEN CO LTD,Technology,Electronic Components,18690.0,86.85752,60.49327,9.488028,0.12167,5219.098820608,46.76
6479,MINEBEA MITSUMI INC,Technology,Electronic Components,4166.0,16.890331,19.395689,1.8610685,0.11915,1673.04691712,46.76
6501,HITACHI,Industrials,Conglomerates,4716.0,26.595984,26.475046,3.2307677,0.13299,21148.494462976,27.97
6503,MITSUBISHI ELECTRIC CORP,Industrials,Electrical Equipment & Parts,5647.0,28.489985,34.19523,2.5770595,0.09964,11556.222926848,27.97
6504,FUJI ELECTRIC CO. LTD.,Industrials,Electrical Equipment & Parts,12820.0,19.29183,21.105661,2.3615565,0.1289,1871.6164096,27.97
6506,YASKAWA ELECTRIC CORP,Industrials,Electrical Equipment & Parts,5972.0,43.927917,29.147346,3.2033317,0.07511,1548.945457152,27.97
