Ticker,CompanyName,Sector,Industry,Price,PER,ForwardPE,PBR,ROE,MarketCap_B_USD,Sector_Avg_PER
4151,KYOWA KIRIN CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,2592.0,16.691353,18.682426,1.4812816,0.092530005,1357.136134144,22.01
4502,TAKEDA PHARMACEUTICAL CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,5562.0,,39.618206,1.162972,-0.02262,8881.131487232,22.01
4503,ASTELLAS PHARMA,Healthcare,Drug Manufacturers - General,2356.0,14.555789,31.094103,2.174485,0.21301001,4224.34045952,22.01
4506,SUMITOMO PHARMA CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,1350.0,5.0174685,78.80911,1.4822997,0.38529,605.601071104,22.01
4507,SHIONOGI & CO,Healthcare,Drug Manufacturers - Specialty & Generic,2821.0,11.709767,14.754185,1.3545561,0.16773,2401.16957184,22.01
4519,CHUGAI PHARMACEUTICAL CO,Healthcare,Drug Manufacturers - General,7184.0,25.062796,30.452291,5.8293,0.23493,11821.827227648,22.01
4523,EISAI CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,4988.0,36.49667,24.623587,1.5509858,0.049629997,1407.793102848,22.01
4568,DAIICHI SANKYO COMPANY LIMITED,Healthcare,Drug Manufacturers - General,2805.0,20.0,19.53887,2.9988453,0.14812,5104.1271808,22.01
4578,OTSUKA HLDGS CO LTD,Healthcare,Drug Manufacturers - General,12250.0,15.948859,23.5949,1.9866191,0.13420999,6436.069310464,22.01
285A,KIOXIA HOLDINGS CORPORATION,Technology,Semiconductors,49870.0,49.505146,,11.366827,0.87108004,27290.98346496,44.32
4062,IBIDEN CO LTD,Technology,Electronic Components,20480.0,95.2381,66.2869,10.042977,0.12655,5723.513683968,44.32
6479,MINEBEA MITSUMI INC,Technology,Electronic Components,3753.0,15.220829,17.472881,1.6263602,,1507.188015104,44.32
6501,HITACHI,Industrials,Conglomerates,5669.0,32.051792,31.825071,3.867795,,25375.241404416,21.71
6503,MITSUBISHI ELECTRIC CORP,Industrials,Electrical Equipment & Parts,5892.0,29.498346,35.678818,2.638103,0.10283,12057.599541248,21.71
6504,FUJI ELECTRIC CO. LTD.,Industrials,Electrical Equipment & Parts,14490.0,21.786524,23.854994,2.6749985,0.14274,2115.411771392,21.71
