Ticker,CompanyName,Sector,Industry,Price,PER,ForwardPE,PBR,ROE,MarketCap_B_USD,Sector_Avg_PER
4151,KYOWA KIRIN CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,2650.0,20.703125,19.100475,1.5539113,0.08457,1387.240095744,22.17
4502,TAKEDA PHARMACEUTICAL CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,5718.0,,40.729397,1.2159065,-0.02118,9130.224910336,22.17
4503,ASTELLAS PHARMA,Healthcare,Drug Manufacturers - General,2287.0,14.104225,30.18345,2.2400465,0.17438,4097.142685696,22.17
4506,SUMITOMO PHARMA CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,1290.5,4.798468,75.33567,1.7530228,0.46266997,578.909765632,22.17
4507,SHIONOGI & CO,Healthcare,Drug Manufacturers - Specialty & Generic,3041.0,12.610409,15.904812,1.5356003,0.13508001,2587.816361984,22.17
4519,CHUGAI PHARMACEUTICAL CO,Healthcare,Drug Manufacturers - General,7071.0,24.69873,29.973295,5.7376084,0.23493,11637.19081984,22.17
4523,EISAI CO LTD,Healthcare,Drug Manufacturers - Specialty & Generic,5031.0,36.765568,24.835857,1.5775353,0.045250002,1419.929321472,22.17
4568,DAIICHI SANKYO COMPANY LIMITED,Healthcare,Drug Manufacturers - General,2889.0,20.575457,20.123991,3.1589031,0.15809,5256.97810432,22.17
4578,OTSUKA HLDGS CO LTD,Healthcare,Drug Manufacturers - General,11305.0,16.501722,21.774721,1.9179713,0.12943,5939.57224448,22.17
285A,KIOXIA HOLDINGS CORPORATION,Technology,Semiconductors,39500.0,39.215687,,15.419225,0.519,21616.077570048,41.03
4062,IBIDEN CO LTD,Technology,Electronic Components,13650.0,63.69575,44.180477,6.929458,0.12167,3814.74439168,41.03
6479,MINEBEA MITSUMI INC,Technology,Electronic Components,3512.0,14.245153,16.350855,1.5689085,0.11915,1410.403401728,41.03
6501,HITACHI,Industrials,Conglomerates,5255.0,29.761566,29.500925,3.6000178,0.13299,23565.5921664,27.07
6503,MITSUBISHI ELECTRIC CORP,Industrials,Electrical Equipment & Parts,5318.0,26.809841,32.20298,2.4269173,0.09964,10882.945908736,27.07
6504,FUJI ELECTRIC CO. LTD.,Industrials,Electrical Equipment & Parts,12695.0,19.083914,20.899872,2.3385303,0.1289,1853.361094656,27.07
6506,YASKAWA ELECTRIC CORP,Industrials,Electrical Equipment & Parts,4544.0,33.443733,22.177753,2.4297504,0.07511,1178.56796672,27.07
6526,SOCIONEXT INC,Industrials,Electrical Equipment & Parts,1893.5,38.31445,13.252379,2.4943814,0.06466,331.909988352,27.07
6645,OMRON CORP,Technology,Electronic Components,5169.0,29.761631,19.068874,1.2159297,0.03822,1016.377311232,41.03
6701,NEC CORP,Technology,Information Technology Services,5002.0,24.630688,6.9572716,3.0203216,0.12557,6634.372857856,41.03
6702,FUJITSU,Technology,Information Technology Services,3902.0,22.321379,25.72182,3.3429086,0.15623,6769.101242368,41.03
6723,RENESAS ELECTRONICS CORP,Technology,Semiconductors,3196.0,,11.816134,2.2821789,-0.00389,5798.48634368,41.03
6724,SEIKO EPSON CORP,Technology,Computer Hardware,2960.5,52.0848,14.658843,1.1114507,0.021949999,948.626325504,41.03
6752,PANASONIC HOLDINGS CORP,Technology,Consumer Electronics,3584.0,44.246914,21.225939,1.6056685,0.040749997,8368.371531776,41.03
6753,SHARP CORP,Technology,Consumer Electronics,632.9,8.665115,11.632053,1.4580363,0.20856,410.946207744,41.03
6758,SONY GROUP CORPORATION,Technology,Consumer Electronics,3809.0,22.221573,20.791485,2.7715566,0.12336001,22368.206454784,41.03
6762,TDK CORP,Technology,Electronic Components,2811.5,27.322643,26.305202,2.4399133,0.09922,5336.660443136,41.03
6770,ALPS ALPINE CO LTD,Technology,Electronic Components,2242.5,16.63946,20.955984,0.9776809,0.06311,437.544517632,41.03
6841,YOKOGAWA ELECTRIC CORP,Industrials,Specialty Industrial Machinery,5605.0,24.630867,25.939466,2.7445152,0.12125,1404.430057472,27.07
6857,ADVANTEST CORP,Technology,Semiconductor Equipment & Materials,27935.0,54.348248,117.507256,25.470177,0.57646,20224.002752512,41.03
6861,KEYENCE CORP,Technology,Scientific & Technical Instruments,78970.0,43.103542,42.28897,5.396903,,19152.20918272,41.03
6902,DENSO CORP,Consumer Cyclical,Auto Parts,2197.5,8.517773,11.396639,1.0769842,0.08941,5509.215158272,24.3
6920,LASERTEC CORP,Technology,Semiconductor Equipment & Materials,33620.0,34.851295,30.782753,13.363829,0.4408,3013.38329088,41.03
6954,FANUC CORPORATION,Industrials,Specialty Industrial Machinery,6624.0,37.1738,38.264687,3.3145688,0.09352,6181.238079488,27.07
6963,ROHM CO LTD,Technology,Semiconductors,3891.0,,44.780758,1.9817067,-0.19219999,1502.062444544,41.03
6971,KYOCERA CORP,Industrials,Conglomerates,3550.0,34.59702,39.664806,1.4004756,0.04384,4609.07610112,27.07
6976,TAIYO YUDEN CO LTD,Technology,Electronic Components,8723.0,81.40164,46.574833,3.1671836,0.04462,1091.65641728,41.03
6981,MURATA MANUFACTURING CO,Technology,Electronic Components,6416.0,50.250626,27.040924,4.2957335,0.08826,11678.975524864,41.03
7735,SCREEN HOLDINGS CO LTD,Technology,Semiconductor Equipment & Materials,11980.0,24.63044,13.696124,4.5568604,0.1887,2265.272025088,41.03
7751,CANON INC,Technology,Computer Hardware,4554.0,12.407029,12.563106,1.1102353,0.10371,3867.888582656,41.03
7752,RICOH CO,Industrials,Business Equipment & Supplies,1641.5,16.806595,14.215814,0.80820024,0.05094,927.140347904,27.07
8035,TOKYO ELECTRON,Technology,Semiconductor Equipment & Materials,52240.0,41.84087,40.806126,11.478945,0.2927,23750.978306048,41.03
543A,ARCHION CORPORATION,Industrials,Farm & Heavy Construction Machinery,274.0,1.8832909,,0.6082266,0.22992,755.303645184,27.07
7201,NISSAN MOTOR CO,Consumer Cyclical,Auto Manufacturers,355.0,,-24.199045,0.25864154,-0.09856,1241.2157952,24.3
7202,ISUZU MOTORS,Consumer Cyclical,Auto Manufacturers,2460.0,12.738853,9.668291,1.1426789,0.10908,1690.60335616,24.3
7203,TOYOTA MOTOR CORP,Consumer Cyclical,Auto Manufacturers,3126.0,10.593378,9.641602,1.0206294,0.10233,37015.13125888,24.3
7211,MITSUBISHI MOTOR CORP,Consumer Cyclical,Auto Manufacturers,382.6,51.013332,4.192417,0.55690193,0.02185,512.05373952,24.3
7261,MAZDA MOTOR CORP,Consumer Cyclical,Auto Manufacturers,1220.5,21.967241,4.4527545,0.40393895,0.01924,770.099183616,24.3
7267,HONDA MOTOR CO,Consumer Cyclical,Auto Manufacturers,1670.0,,7.3200665,0.55008274,-0.028499998,6500.609163264,24.3
7269,SUZUKI MOTOR CORP,Consumer Cyclical,Auto Manufacturers,2153.5,9.460113,12.21844,1.2284416,0.13873,4154.691158016,24.3
7270,SUBARU CORPORATION,Consumer Cyclical,Auto Manufacturers,2823.0,22.472536,6.324208,0.726388,0.033069998,1989.017206784,24.3
7272,YAMAHA MOTOR CO,Consumer Cyclical,Auto Manufacturers,1389.0,8.650433,7.339498,1.1590774,0.03845,1347.855187968,24.3
4543,TERUMO CORP,Healthcare,Medical Instruments & Supplies,2415.5,26.246876,23.720907,2.2486877,0.09205,3563.063083008,22.17
4902,KONICA MINOLTA INC,Industrials,Business Equipment & Supplies,690.8,10.627692,14.343854,0.63630724,0.06601,341.382070272,27.07
6146,DISCO CORPORATION,Technology,Semiconductor Equipment & Materials,51870.0,41.666668,38.113365,9.663994,0.27376,5626.22103552,41.03
7731,NIKON CORP,Consumer Cyclical,Leisure,1840.0,,17.376522,1.0329384,-0.14019,606.126866432,24.3
7733,OLYMPUS CORPORATION,Healthcare,Medical Devices,1857.5,30.311686,14.784305,2.5187159,0.08719,1974.18745856,22.17
7741,HOYA CORP,Healthcare,Medical Instruments & Supplies,23840.0,32.051197,34.895123,7.837694,0.25062,7974.92117504,22.17
9432,NTT INC,Communication Services,Telecom Services,159.0,12.609041,10.9278345,1.3314018,0.10042,12946.355781632,20.86
9433,KDDI CORPORATION,Communication Services,Telecom Services,3051.0,16.611315,1309.4421,2.287964,0.14006,11616.190988288,20.86
9434,SOFTBANK CORP.,Communication Services,Telecom Services,232.0,20.567377,20.017256,3.7493134,0.16267,11097.422692352,20.86
9984,SOFTBANK GROUP CORP,Communication Services,Telecom Services,4622.0,5.296632,15.652409,1.4947615,0.32724,26340.424155136,20.86
5831,SHIZUOKA FINANCIAL GROUP INC.,Financial Services,Banks - Regional,3160.0,18.831942,25.265852,1.3609526,0.075430006,1676.539723776,18.45
7186,YOKOHAMA FINANCIAL GROUP INC,Financial Services,Banks - Regional,1844.0,19.608677,24.892008,1.4599534,0.07964,2049.564475392,18.45
8304,AOZORA BANK,Financial Services,Banks - Regional,3050.0,16.447369,16.419035,0.8794045,0.05592,422.062260224,18.45
8306,MITSUBISHI UFJ FINANCIAL GROUP ,Financial Services,Banks - Diversified,3525.0,16.611687,23.239716,2.0328217,0.09398,39750.975094784,18.45
8308,RESONA HOLDINGS,Financial Services,Banks - Regional,2178.0,19.120358,24.733137,1.6889076,0.09156,4884.905590784,18.45
8309,SUMITOMO MITSUI TRUST GP INC,Financial Services,Banks - Regional,1672.0,14.810878,4.5020056,0.32751352,0.095419995,4603.607252992,18.45
8316,SUMITOMO MITSUI FINANCIAL GROUP,Financial Services,Banks - Diversified,6666.0,16.181183,20.974796,1.604553,0.068720005,25410.796519424,18.45
8331,CHIBA BANK,Financial Services,Banks - Regional,2608.0,19.493237,23.636034,1.4475306,0.0783,1802.818551808,18.45
8354,FUKUOKA FINANCIAL GROUP INC.,Financial Services,Banks - Regional,7322.0,16.207363,18.001673,1.2855157,0.08518,1383.584628736,18.45
8411,MIZUHO FINANCIAL GROUP,Financial Services,Banks - Regional,7818.0,15.544598,23.224312,1.6846488,0.11439,19048.077197312,18.45
8253,CREDIT SAISON CO,Financial Services,Credit Services,4580.0,10.615613,13.594134,0.8648036,0.083730005,657.798987776,18.45
8591,ORIX CORPORATION,Financial Services,Financial Conglomerates,6315.0,15.822706,16.99225,1.5477023,0.10418,6897.449566208,18.45
8697,JAPAN EXCHANGE GROUP,Financial Services,Financial Data & Stock Exchanges,2164.0,36.903137,34.93704,6.8748393,,2207.789350912,18.45
8601,DAIWA SECURITIES GROUP,Financial Services,Capital Markets,1792.5,14.430043,18.212763,1.4037453,0.095860004,2489.009307648,18.45
8604,NOMURA HOLDINGS INC.,Financial Services,Capital Markets,1470.0,11.025275,16.162727,1.1502473,0.1007,4296.210644992,18.45
8630,SOMPO HOLDINGS INC,Financial Services,Insurance - Property & Casualty,7219.0,28.73577,26.446129,1.2463859,0.13510999,6429.565517824,18.45
8725,MS&AD INS GP HLDGS,Financial Services,Insurance - Property & Casualty,4988.0,14.535069,12.129465,1.127333,0.09799,7189.05278464,18.45
8750,DAIICHI LIFE GROUP INC,Financial Services,Insurance - Life,1898.0,15.649736,5.131394,1.6065508,0.11305001,6836.014546944,18.45
8766,TOKIO MARINE HOLDINGS INC,Financial Services,Insurance - Property & Casualty,8202.0,29.411554,16.636242,1.9367051,0.086990006,15581.904371712,18.45
8795,T&D HOLDINGS INC,Financial Services,Insurance - Life,5020.0,17.967073,20.294308,1.4942561,0.09573,2402.470592512,18.45
1332,NISSUI CORPORATION,Consumer Defensive,Packaged Foods,1295.5,14.367307,14.584037,1.3091003,0.09923001,392.888680448,25.14
2002,NISSHIN SEIFUN GROUP INC,Consumer Defensive,Packaged Foods,2113.5,18.657309,16.582973,1.1434455,0.0652,590.964916224,25.14
2269,MEIJI HOLDINGS CO LTD,Consumer Defensive,Packaged Foods,3948.0,30.481777,18.853868,1.3853608,0.048210002,1070.310490112,25.14
2282,NH FOODS LTD,Consumer Defensive,Packaged Foods,6576.0,18.223639,19.116835,1.1528691,0.06782,619.020746752,25.14
2501,SAPPORO BREWERIES LTD,Consumer Defensive,Beverages - Brewers,2080.0,53.760662,12.089509,3.7728386,,810.870439936,25.14
2502,ASAHI GROUP HLDGS,Consumer Defensive,Beverages - Brewers,1749.0,21.50498,12.224785,0.8518626,0.04321,2558.55427584,25.14
2503,KIRIN HOLDINGS COMPANY LIMITED,Consumer Defensive,Beverages - Brewers,3068.0,16.834942,17.83721,1.8787313,0.12194,2449.299472384,25.14
2801,KIKKOMAN CORP,Consumer Defensive,Packaged Foods,1719.5,26.041193,26.754318,2.840285,0.11459,1593.181601792,25.14
2802,AJINOMOTO CO INC,Consumer Defensive,Packaged Foods,4839.0,34.963875,20.846077,6.016868,0.17503001,4619.12408064,25.14
2871,NICHIREI CORP,Consumer Defensive,Packaged Foods,2309.5,21.186129,9.801383,2.0213487,0.09937,578.800713728,25.14
2914,JAPAN TOBACCO INC,Consumer Defensive,Tobacco,6665.0,19.841032,22.13477,2.8961613,0.13618,11832.758632448,25.14
3086,J FRONT RETAILING CO LTD,Consumer Cyclical,Department Stores,2994.5,26.525822,23.541668,1.785662,0.06483,736.372916224,24.3
3092,ZOZO INC,Consumer Cyclical,Internet Retail,1195.5,22.073486,6.9867334,9.899965,0.46640998,1054.187978752,24.3
3099,ISETAN MITSUKOSHI HOLDINGS LTD,Consumer Cyclical,Department Stores,3597.0,16.83516,22.276585,2.037397,0.12443,1254.467305472,24.3
3382,SEVEN & I HOLDINGS CO LTD,Consumer Defensive,Grocery Stores,2233.0,18.796295,19.360153,1.3993121,0.080469996,5162.12129792,25.14
7453,RYOHIN KEIKAKU CO,Consumer Cyclical,Department Stores,4224.0,37.59345,26.82075,6.135317,-0.04765,2242.218819584,24.3
7532,PAN PACIFIC INTL HLDGS CORP,Consumer Defensive,Discount Stores,941.4,28.168764,5.312941,4.1017466,,2814.295146496,25.14
8233,TAKASHIMAYA CO,Consumer Cyclical,Department Stores,2292.5,,17.403023,1.478032,-0.0054,671.73548032,24.3
8252,MARUI GROUP CO LTD,Financial Services,Credit Services,3039.0,19.194088,19.223228,2.2361882,0.117,543.100665856,18.45
8267,AEON CO LTD,Consumer Cyclical,Department Stores,1423.0,52.919304,22.70624,3.2547884,0.07205,3936.907165696,24.3
9843,NITORI HOLDINGS CO LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2635.5,16.694117,2.9501975,1.5064434,0.09426,1489.208344576,24.3
9983,FAST RETAILING CO LTD,Consumer Cyclical,Apparel Retail,78500.0,50.328255,57.351597,8.828413,0.22481,24087.80398592,24.3
2413,M3 INC,Healthcare,Health Information Services,1931.0,26.667585,26.950453,3.1571374,0.12577,1288.806596608,22.17
2432,DENA CO LTD,Industrials,Conglomerates,2507.5,14.662886,26.319933,1.1575516,0.07472,234.804740096,27.07
3659,NEXON CO LTD,Communication Services,Electronic Gaming & Multimedia,2603.0,22.83734,15.562597,1.9409614,0.11564,2041.07218944,20.86
3697,SHIFT INC,Technology,Software - Application,914.5,28.489098,1.2449629,6.076654,0.17231001,233.750872064,41.03
4307,NOMURA RESEARCH INSTITUTE,Technology,Information Technology Services,5576.0,208.3707,31.926712,7.3815193,0.03604,3120.87281664,41.03
4324,DENTSU GROUP INC,Communication Services,Advertising Agencies,3763.0,,11.653763,2.3412108,-0.46963,976.823451648,20.86
4385,MERCARI INC,Consumer Cyclical,Internet Retail,4372.0,25.188684,43.44629,6.0055685,0.32965,722.343493632,24.3
4661,ORIENTAL LAND CO,Consumer Cyclical,Leisure,2920.0,39.215687,33.39051,4.352622,0.11734,4787.972603904,24.3
4689,LY CORPORATION,Consumer Cyclical,Internet Retail,458.4,16.447792,21.40056,1.0484136,0.079380006,3145.689726976,24.3
4704,TREND MICRO INC,Technology,Software - Infrastructure,6743.0,25.840199,22.60173,7.6623173,0.33821,875.021139968,41.03
4751,CYBER AGENT,Communication Services,Advertising Agencies,1536.0,19.121124,29.970732,3.9222395,0.21073,778.904141824,20.86
4755,RAKUTEN GROUP INC,Consumer Cyclical,Internet Retail,837.7,,-110.07884,2.0206723,-0.05229,1820.900196352,24.3
6098,RECRUIT HOLDINGS CO LTD,Communication Services,Internet Content & Information,12915.0,37.175095,42.675873,11.388779,0.30831,17979.892826112,20.86
6178,JAPAN POST HLDGS CO LTD,Financial Services,Banks - Regional,2419.0,18.727259,19.43284,0.6987987,0.0468,6788.481024,18.45
6532,BAYCURRENT INC,Industrials,Consulting Services,7329.0,29.452662,29.287884,9.992202,0.38583001,1082.312032256,27.07
7974,NINTENDO CO LTD,Communication Services,Electronic Gaming & Multimedia,8145.0,22.321184,23.932655,3.1786432,0.14931,9390.152220672,20.86
9602,TOHO CO LTD,Communication Services,Entertainment,1581.5,25.841503,6.430953,2.624761,0.0971,1315.572809728,20.86
9735,SECOM CO,Industrials,Security & Protection Services,7067.0,25.575418,29.763308,2.174362,0.08692,2833.442144256,27.07
9766,KONAMI GROUP CORPORATION,Communication Services,Electronic Gaming & Multimedia,21840.0,26.246845,36.300777,5.244215,0.19115,2960.55341056,20.86
1605,INPEX CORPORATION,Energy,Oil & Gas E&P,3628.0,10.9769745,13.5171385,0.8622652,0.08282,4216.424759296,11.29
3401,TEIJIN LTD,Industrials,Conglomerates,1654.0,,4.601731,0.87549263,-0.21784,319.082889216,27.07
3402,TORAY INDUSTRIES INC,Consumer Cyclical,Textile Manufacturing,1155.5,21.834846,17.078037,0.9347291,0.04772,1683.952238592,24.3
3861,OJI HOLDINGS CORP,Basic Materials,Paper & Paper Products,892.7,14.620046,11.692207,0.70990396,0.05017,758.111469568,31.18
3405,KURARAY CO,Basic Materials,Chemicals,1881.5,79.99575,9.993626,0.7654015,,566.890594304,31.18
3407,ASAHI KASEI CORP,Industrials,Conglomerates,1810.0,15.474053,18.053062,1.1755842,0.080170006,2436.689821696,27.07
